mapping_id	item_kind	donor_refs	donor_label	donor_binding_sha256	engineering_contract_refs	donor_test_contract_refs	donor_test_files	mandatory_capability_refs	decision	target_v3_family	rationale	normative_effect	closes_source_rows
MAP-FUNC-0244	FUNCTION	FUNC-0244	sudo_policy_status	01d1222381e4dbb90488bf083afccc6b0f8af06ec03dc1630310774e5c9a5cd6					REJECT	current-check-superseded	Donor sudo/SSH CHECK semantics не заменяют accepted v3 controls.	NONE	0
MAP-FUNC-0245	FUNCTION	FUNC-0245	check_sudo_policy_module	86bcf805e05c1a37d0a9afc12676f7111266fe78e57c3b887da3b7a6d1b46657					REJECT	current-check-superseded	Donor sudo/SSH CHECK semantics не заменяют accepted v3 controls.	NONE	0
MAP-FUNC-0246	FUNCTION	FUNC-0246	apply_sudo_policy_module	85cedfafe5baa2d5b9490b48e2763ad627663ee53d8edaaa25a9241d25a2d07d		TST-017			ADAPT	fstec-linux-2022/sudo-ssh-apply	Apply mechanics адаптируются к source-exact accepted v3 sudo/SSH controls.	NONE	0
MAP-FUNC-0247	FUNCTION	FUNC-0247	ssh_root_login_status	99c28f16721ffeec06159445c5d674387a94819105874170165cd47f0c1f8b53					REJECT	current-check-superseded	Donor sudo/SSH CHECK semantics не заменяют accepted v3 controls.	NONE	0
MAP-FUNC-0248	FUNCTION	FUNC-0248	check_ssh_root_login_module	6e93ff2daf287c1517f5f086fd3deb8776951f4d4a49bafe4b9a8b6cbb383dcb					REJECT	current-check-superseded	Donor sudo/SSH CHECK semantics не заменяют accepted v3 controls.	NONE	0
MAP-FUNC-0249	FUNCTION	FUNC-0249	apply_ssh_root_login_module	72cae5e609478117a89364b8c9fafbe7712b815ac715c1af92c20bc7478dd364		TST-017			ADAPT	fstec-linux-2022/sudo-ssh-apply	Apply mechanics адаптируются к source-exact accepted v3 sudo/SSH controls.	NONE	0
MAP-FUNC-0250	FUNCTION	FUNC-0250	pam_wheel_group_exists	d8673273401ae559151e0eb363752c690889859b1e254e10d96bb8329cd6b704		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0251	FUNCTION	FUNC-0251	pam_wheel_group_members	3a4505b1728d4b8b8400d486f9e2c7b59031f2ff11959dfaf3b62772d40bfe1b		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0252	FUNCTION	FUNC-0252	pam_wheel_has_members	f7f05f1bca86470b8d7d36b2e28611745e7b6d536e229e3b1d369766a32ff42c		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0253	FUNCTION	FUNC-0253	pam_wheel_user_is_member	fc02da5a1385be5918cfae625d31c13da3a474c93fddfd2de4e7520892f2a1c8		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0254	FUNCTION	FUNC-0254	pam_wheel_user_is_existing_admin	7f4b2219dcd16feba181e8dab84efb2dde75e3190607146dba6191af9c628138		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0255	FUNCTION	FUNC-0255	configured_wheel_users	fa312d3da8df09f86606613103132aa4af2b545407a41dad339a046dde6629a1		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0256	FUNCTION	FUNC-0256	pam_wheel_configured_users_present	7cc99a01ae05c05199d0bcb7ebb0b197c2476e7452e01e6e430f0014385b1c8d		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0257	FUNCTION	FUNC-0257	pam_wheel_rule_present	f3d59af91abcc24f4d71088222ccb5da1abb4468f3f0e5eceb7d96946f7a4747		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0258	FUNCTION	FUNC-0258	pam_wheel_managed_block_present	2955cd4feec7c4497e4f080d45c25617df3dc4f118f39776ef58f941401c006b		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0259	FUNCTION	FUNC-0259	check_pam_wheel_module	3dcdf6ce100f3c249eb8024e184bcc93e14c6c087688a512425bb59849572bfa					REJECT	current-check-superseded	Donor CHECK не переносится; accepted v3 PAM wheel control остаётся authority.	NONE	0
MAP-FUNC-0260	FUNCTION	FUNC-0260	apply_pam_wheel_module	9d1a85bc5f6ddc23832b0e85be5e5c2c3d93d69703c5f69ee2b7a271cd097bc0		TST-007,TST-029		CAP-12	ADAPT	fstec-linux-2022/pam-wheel-apply	Discovery/group/PAM mutation mechanics адаптируются с pre-state journal и current control semantics.	NONE	0
MAP-FUNC-0261	FUNCTION	FUNC-0261	require_cmds	de418dfaae2ab453620a93a275a53ffa65ae11d6f2849f47d3fcd007dca18e30		TST-005,TST-027		CAP-01	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0262	FUNCTION	FUNC-0262	parse_args	3d1ca649276d4aa1cb09c86ba4d68769395b28f83d23bf6ffcbbbfdbb5009c13		TST-005,TST-027		CAP-01,CAP-12	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0263	FUNCTION	FUNC-0263	validate_args	d4b6b488e5a21125aaddf0cfec5c989929733ffaf2b7f4d8c74447f3273153b8		TST-005,TST-027		CAP-01,CAP-12	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0264	FUNCTION	FUNC-0264	validate_args_post_config	43a98d758bdff739e6e7fcee1ede29b3cc082f885b6dfa59ba495ff6e8c19964		TST-005,TST-027		CAP-01	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0265	FUNCTION	FUNC-0265	validate_execution_context	3bfd6f6db3a8407f4ca7131b506994d9891843638a03e2795911a1bbca2b7364		TST-005,TST-027		CAP-01	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0266	FUNCTION	FUNC-0266	additional_measures_enabled	aa22753092b6b6ea6890fe797cbd84978f35a0585f20185a69ce50afa0b1aa5f		TST-022,TST-023		CAP-14	ADAPT	apply-foundation/policy-layer-gating	Сохранить opt-in separation principle; donor baseline/strict/paranoid policy semantics не импортируются.	NONE	0
MAP-FUNC-0267	FUNCTION	FUNC-0267	load_config	a90032c550352a9bb093d8adfa57f09ea197cff45ada196007dda002f5ed8643		TST-005,TST-027			ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0268	FUNCTION	FUNC-0268	restore_manifest_has_path	75eea93760070eae45f5e7f45cd1b07dc8f4201ba858e2394840c02d448f50f8		TST-005,TST-027			ADAPT	apply-foundation/transaction-state-readback	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0269	FUNCTION	FUNC-0269	restore_manifest_has_report_text	2eed844a416271319193e85b85787e421e87ca4f69c178ddbb19828d3b55329c					REJECT	donor-historical/operational-recovery-excluded	REJECT: helper проверяет free-text записи apply_report, а не сохранённый recorded pre-state. Такой predicate непригоден для transaction-local compensation внутри failed uncommitted APPLY; сохранить только как historical donor evidence.	NONE	0
MAP-FUNC-0270	FUNCTION	FUNC-0270	finalize_paths	5bb412be59af919807ed9dfde6050315f77dab9bdf654d056428e5547c96c59f		TST-005,TST-027			ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0271	FUNCTION	FUNC-0271	detect_os	f1a280117f693b0d1ea23fc1cf97d10540ce6acad6eecfb7dcca841072718792		TST-005,TST-027		CAP-01	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0272	FUNCTION	FUNC-0272	detect_environment	b7acb0b8e85fafa1a7e958274ad71e861173556c84a1be13bfb3fa7ea6d3f3ac		TST-005,TST-027		CAP-01	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0273	FUNCTION	FUNC-0273	run_preflight	a0347444d55c491757f8ffc3ae2bdca696fa04019d0303c5661d28d696786c3b		TST-005,TST-027		CAP-01	ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0274	FUNCTION	FUNC-0274	secure_state_dir	a259766b47885ca3bc0033d98a2045598ff249906e93b4deb9cf5e7879bdae85		TST-005,TST-027			ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0275	FUNCTION	FUNC-0275	ensure_state_dir	59ccf7faeb9ed434f756920cf0ccbb5fcd3a80cc83215f940423c2dcddc38f0c		TST-005,TST-027			ADAPT	apply-foundation/preflight-and-state-dir	Сохранить fail-closed compatibility/context/state-dir checks до mutation.	NONE	0
MAP-FUNC-0276	FUNCTION	FUNC-0276	manifest_init	4c26a48cccaf758e82972cfe07f7265758aa038b8adc822767e26454389cb13e	ENG-004,ENG-005,ENG-015	TST-001,TST-002		CAP-02,CAP-03,CAP-05	ADAPT	apply-foundation/manifest-bootstrap	Manifest must exist durably before first mutation.	NONE	0
MAP-FUNC-0277	FUNCTION	FUNC-0277	write_check_report_txt	7135505e0dfe73d0f665575639eecdc0e1969a6a5f95ed88f8b275abf8e02b30		TST-004			REJECT	current-check-superseded	Current CHECK/report product line already exists; donor report implementation is not reused.	NONE	0
MAP-FUNC-0278	FUNCTION	FUNC-0278	write_report	bb2d5fd50cfc92754bc81e2057086a6762dd9c49c1abe91195d6d4c5ad9e3d13		TST-004			REJECT	current-check-superseded	Current CHECK/report product line already exists; donor report implementation is not reused.	NONE	0
MAP-FUNC-0279	FUNCTION	FUNC-0279	print_report_stdout	d6564794d1c89a9a526ea10d5ccd67ac8931c2e859613610e5f4a96ca7240663		TST-004			REJECT	current-check-superseded	Current CHECK/report product line already exists; donor report implementation is not reused.	NONE	0
MAP-FUNC-0280	FUNCTION	FUNC-0280	run_check_mode	2a1d1c083a2f75bc6473af14807825f0e12b9cef0e1f7d8c098da61449104c5f		TST-004			REJECT	current-check-superseded	Current CHECK/report product line already exists; donor report implementation is not reused.	NONE	0
MAP-FUNC-0281	FUNCTION	FUNC-0281	apply_rsyslog_module	b327e6fbed490dc1e987bf3fac0c7f4a8ce97a9c4beeb8c9dab55ffef1b3635e		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0282	FUNCTION	FUNC-0282	restore_rsyslog_module	6934ba072dc9c6c58417c189a5b0aa810e4d02ef9cc987c3927edbdccd523dc2		TST-030			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0283	FUNCTION	FUNC-0283	check_rsyslog_module	5a540d8e8093a8f23f6703801128a1cc49a4f534cd33e66c517dcfb27ba054df		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0284	FUNCTION	FUNC-0284	apply_chrony_module	c8d3a393e045a01970f2fb34eec55c8eae4f2d013e86fa38ea5d9df2dafd505f		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0285	FUNCTION	FUNC-0285	restore_chrony_module	9a915c4b8e25baf1e9a86970e333c313c642df51eddca165a50a901a47611efd		TST-030			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0286	FUNCTION	FUNC-0286	check_chrony_module	94ef99aa4fde70e024c09a2f2391b72605d596e9f84773ff67095b2441276317		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0287	FUNCTION	FUNC-0287	apply_unattended_upgrades_module	1e87fedbdf7b3523c5046fe2c73bcf3b914b114cd4c30c466c8d4f6cb873000b		TST-030			DEFER	future-additional-measures/unattended-upgrades	Unattended-upgrades APPLY mechanics are outside the current vertical and remain deferred with the matching read-only check.	NONE	0
MAP-FUNC-0288	FUNCTION	FUNC-0288	apply_apport_module	dca6008038d90d557b400d3b31a2b2aaf11f96ba196438bdb39fec50a083e020		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0289	FUNCTION	FUNC-0289	restore_apport_module	91f19d422fb049543ce62294fa9104378d820c391f904342d0321da090973b7d		TST-030			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0290	FUNCTION	FUNC-0290	check_coredump_module	a96c92bf866d936381919826f4c15baeb88bd773229bbd8ea21c6aebcb7b8900		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0291	FUNCTION	FUNC-0291	record_coredump_runtime_pre_state	63db50dac4a810470ec15b9de51f0d62969d74d5d86fc4f79a8573c34ae8f414		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0292	FUNCTION	FUNC-0292	apply_coredump_module	51570774b04a77b20ef17f7576634937039e56820ca406c6d62adf330775be76		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0293	FUNCTION	FUNC-0293	restore_coredump_module	ffb55a9212c209d4b87657a838c4943f915c902daa4be7e642df9fcbddfbc9fd		TST-030			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0294	FUNCTION	FUNC-0294	check_apport_module	4c6575a5cef036400f348f3632c0f74e0640ae5032cddc4b937af3cff9079cbe		TST-030			DEFER	future-additional-measures/runtime-services	Rsyslog/chrony/unattended/apport/coredump are additional/future mechanisms outside current vertical.	NONE	0
MAP-FUNC-0295	FUNCTION	FUNC-0295	restore_unattended_upgrades_module	d44bd2a4cf0d270f3b9f7b7b90974c51e92810abaa219cee08dc7558843a3f31		TST-030			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0296	FUNCTION	FUNC-0296	restore_empty_passwords_module	36052145b68c210faf87c7f12a0b4d93da7965a0f2676b706c37a2168896d3a1		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0297	FUNCTION	FUNC-0297	restore_runtime_paths_module	63995f21cda2141b15f565d278da0c44214ad140feea402b20641826d8992885		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0298	FUNCTION	FUNC-0298	restore_home_permissions_module	baefcd212fa5d3da45f631a2c292e7f68f4b75420924f2cdf13cc084ed6e75f3		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0299	FUNCTION	FUNC-0299	restore_suid_sgid_module	9b9a5e06969d196592019d7310eb7cd613542e4b434166c808c002b1fb1a4cbe		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0300	FUNCTION	FUNC-0300	restore_cron_command_paths_module	bfee15940c1cd7fe69d4ec418280d489f37d0b6929d5ba9410376840032a7ab0		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0301	FUNCTION	FUNC-0301	restore_standard_system_paths_module	ece26285ba783e661ec34a16b05a7f3b4cab8c4714279e1cc1113fbf86fab660		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0302	FUNCTION	FUNC-0302	restore_sudo_command_paths_module	03977d42c65853ab3d98a0379556df775274b09b40373b11fb7edb4feea71f4e		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0303	FUNCTION	FUNC-0303	restore_user_cron_permissions_module	20e057d664c5d0cd6c6cf11d5ceac9959f753a0d9cfde8126fbf6978ea3d1991		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0304	FUNCTION	FUNC-0304	restore_grub_kernel_params_module	e53d37ba2554c8dbc1250831091bfe6591a8729678f029cf450d624bda360489		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0305	FUNCTION	FUNC-0305	check_unattended_upgrades_module	420655080dba9133af5631debac98dfe84dee56a89a3431effe665208dea252c					DEFER	future-additional-measures/unattended-upgrades	Unattended-upgrades is outside current vertical.	NONE	0
MAP-FUNC-0306	FUNCTION	FUNC-0306	run_mode_step	b19d64ca5599e238a90d5efa78f6e1aadef9d3d162167253c0b8325f8b62a189		TST-003,TST-025		CAP-02	ADAPT	apply-foundation/orchestration	Preserve only generic step error aggregation and result framing; post-APPLY reversal orchestration is excluded and the old module list is not authoritative.	NONE	0
MAP-FUNC-0307	FUNCTION	FUNC-0307	run_apply_mode	f493d471abf42a93512f72ae12d2360d4fcc977190775f0772f8d7f9046e3e18	ENG-015	TST-003,TST-025		CAP-02,CAP-12,CAP-14	REJECT	donor-historical/orchestration-operational-recovery-excluded	Reject donor run_apply_mode as a whole because its orchestration embeds post-APPLY RESTORE-before-reapply sequencing. Reusable preflight, locking, journaling and transaction mechanics are mapped separately.	NONE	0
MAP-FUNC-0308	FUNCTION	FUNC-0308	run_restore_mode	415a9b966fc152174dc42003cc0bc2acf770907ee8366ba5405a0892dbafa779		TST-003,TST-025		CAP-04,CAP-14	REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0309	FUNCTION	FUNC-0309	run_report_mode	e22284fba2af12232daa60b27bb46dad8b0838101fab37af95151540b3c3a8cc		TST-004			REJECT	current-check-superseded	Donor report mode is not current product authority.	NONE	0
MAP-FUNC-0310	FUNCTION	FUNC-0310	main	72face52daee423339636b8ff05396a4bb43fcdec9b27a8f27a0aae78e11937c	ENG-014	TST-025,TST-026,TST-031			ADAPT	future-runtime/deterministic-dispatch	Preserve machine-testable dispatch/order pattern, not old monolithic architecture or policy mapping.	NONE	0
MAP-TEST-0001	TEST_FILE	additional-measures-optin-regression.sh	policy-gating	9ab1cc282d50c31e0a1eb9a0d4d47cbc6cb31a70db5d502048ffa70390c92987		TST-023	additional-measures-optin-regression.sh		ADAPT	future-runtime-cli	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0002	TEST_FILE	apport-suid-dumpable-regression.sh	transaction-runtime	eda1fb3e340cb9ea608b0e65c5708d8a3f24702f2dc729e081e092dd84a6fb0a		TST-030	apport-suid-dumpable-regression.sh		DEFER	future-additional-measures/apport	Сохранить для явно указанной будущей policy/runtime линии; current vertical не расширять.	NONE	0
MAP-TEST-0003	TEST_FILE	architecture-regression.sh	architecture-consistency	19395cef5201675cf9f367d4e298e17ce7de59cb2d99b3c29c19854ab3b518df		TST-025	architecture-regression.sh		ADAPT	test-architecture-pattern	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0004	TEST_FILE	atomic-writer-shell-function-regression.sh	atomic-write	1ea95229d4390d9b47d89ff99524bcc629b7efd2d2566e07032318364d89f8cf		TST-013	atomic-writer-shell-function-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0005	TEST_FILE	backup-failure-regression.sh	backup-fail-closed	0da59328b442e7ca4420f94a16e276fad363419e91d56bb0361e9c2a387ce0b5		TST-017	backup-failure-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0006	TEST_FILE	check-report-rc-regression.sh	return-codes	28c602d83ab93ecba1d2d6663f0f69a99f80338212259d1a751e0e4c0d753566		TST-004	check-report-rc-regression.sh		ADAPT	future-runtime-cli	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0007	TEST_FILE	corporate-password-policy-cli-regression.sh	policy-gating	258902f8ea8a88a66ad98b0f7e7e2aa6ac09bc66b083d0840c70feb3af3a2537		TST-023	corporate-password-policy-cli-regression.sh		ADAPT	future-runtime-cli	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0008	TEST_FILE	created-file-crash-regression.sh	crash-consistency	34822c6f5ec4b857528139954052817c27d845969c5c751e2ffc748bc0472656		TST-006	created-file-crash-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0009	TEST_FILE	empty-password-restore-regression.sh	typed-state	cf444b3e422eb050277879143fe2c5a999c73815e4bce75e0f8e020a8e369397		TST-016	empty-password-restore-regression.sh		ADAPT	apply-foundation/transaction-local-compensation-evidence	Reuse only to derive typed pre-state/transaction-local compensation tests for failed uncommitted APPLY; no post-APPLY RESTORE.	NONE	0
MAP-TEST-0010	TEST_FILE	extended-metadata-regression.sh	filesystem-metadata	1743da63347de06d938e976b81cf2970b45cb67a5c2435b03db69376b6d52263		TST-013,TST-014	extended-metadata-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0011	TEST_FILE	firewall-safety-regression.sh	firewall-transaction	5e1cfb52aa8e00d84c546fad3e3ef74d4957d21ec0bf6aea1cd03b077649c0a0		TST-018	firewall-safety-regression.sh		DEFER	future-firewall	Сохранить для явно указанной будущей policy/runtime линии; current vertical не расширять.	NONE	0
MAP-TEST-0012	TEST_FILE	fs-critical-regression.sh	filesystem-policy	f59f7dcb4cf8f875a48e253fc810fe3e3d757c01d28797d50ff702b2abd7d568		TST-028	fs-critical-regression.sh		ADAPT	fstec-linux-2022/apply	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0013	TEST_FILE	fstec-mapping-regression.sh	legacy-normative	56c68e5189dc30d300022d55a8d008b438db9df6ca6eaecdf6cfcfe52bebeb0c		TST-032	fstec-mapping-regression.sh		REJECT	historical-only/non-normative	Legacy donor normative mapping не используется как v3 source truth; файл сохраняется только как historical engineering evidence.	NONE	0
MAP-TEST-0014	TEST_FILE	group-membership-crash-regression.sh	crash-consistency	21816058b84e8558f0d3285142e8391899b2d5e2325e41d2ca8cb46a5e97eab0		TST-007	group-membership-crash-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0015	TEST_FILE	hardlink-safety-regression.sh	filesystem-safety	381564b4d62232d11462626dccf2d83a47c3b8d8896950eae9373813ea36f7fd		TST-011	hardlink-safety-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0016	TEST_FILE	manifest-bootstrap-regression.sh	manifest-transaction	ded63c1f73cedd1a4a832fd38e006742edc79af3fb8f031f37a3226ed7f4061e		TST-001	manifest-bootstrap-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0017	TEST_FILE	manifest-resolution-regression.sh	manifest-resolution	75ec593d26d25b2e3be620d8eb3b977a65926dd0070fd2349aecdcffb1ab08cf		TST-010	manifest-resolution-regression.sh		REJECT	donor-historical/manifest-selection	Specific to selecting a post-APPLY recovery manifest for the donor RESTORE mode; keep only as historical donor evidence.	NONE	0
MAP-TEST-0018	TEST_FILE	manifest-writer-contract-regression.sh	manifest-transaction	849c20d65ae4afa4c2f6fd87bb0ec0396be39d8ed76baebe27d621595e5d6c11		TST-002	manifest-writer-contract-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0019	TEST_FILE	package-crash-regression.sh	crash-consistency	7b9d5fff49629ef515d14517a1a5c800f61b9baf128ae5d53a33692c86b71f68		TST-008,TST-019	package-crash-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
